article_id,url,headline,section,topic_tags,published_at,author_id,word_count,language,sponsor_tag
4288,https://cascadetribune.com/housing/2025/06/inside-the-200-unit-affordable-project-planned-for-the-pearl-4288,Inside the 200-unit affordable project planned for the Pearl,housing,"[""evictions"", ""zoning""]",2025-06-01T14:42:36,21,1282,en,
4289,https://cascadetribune.com/food_drink/2025/06/breakside-satellite-opens-in-outer-southwest-4289,Breakside satellite opens in outer Southwest,food_drink,"[""coffee_culture"", ""farmers_markets"", ""wine_country""]",2025-06-01T16:56:29,17,785,en,
4290,https://cascadetribune.com/climate/2025/06/salmon-counts-on-the-willamette-tell-the-worst-run-since-201-4290,Salmon counts on the Willamette tell the worst run since 2018,climate,"[""atmospheric_river"", ""salmon""]",2025-06-01T09:22:50,5,758,en,
4291,https://cascadetribune.com/culture/2025/06/karl-blau-returns-to-polaris-hall-with-a-stripped-down-new-r-4291,Karl Blau returns to Polaris Hall with a stripped-down new record,culture,"[""museums"", ""performing_arts""]",2025-06-02T10:43:09,6,661,en,
4292,https://cascadetribune.com/housing/2025/06/the-no-cause-eviction-ban-clears-another-hurdle-at-the-state-4292,The no-cause eviction ban clears another hurdle at the state legislature,housing,"[""city_council"", ""encampments"", ""evictions"", ""rent_stabilization""]",2025-06-02T17:22:18,18,1190,en,
4293,https://cascadetribune.com/climate/2025/06/atmospheric-river-dumps-more-rain-in-36-hours-than-september-4293,Atmospheric river dumps more rain in 36 hours than September averages on Portland metro,climate,"[""climate_resilience"", ""oregon_climate_action_plan"", ""salmon""]",2025-06-02T17:49:23,16,1131,en,
4294,https://cascadetribune.com/culture/2025/06/local-letterpress-publishing-a-quiet-shift-in-the-field-4294,Local letterpress publishing: a quiet shift in the field,culture,"[""k12_arts"", ""lit_scene"", ""museums"", ""performing_arts""]",2025-06-02T07:00:26,17,577,en,
4295,https://cascadetribune.com/city_hall/2025/06/city-council-delays-vote-on-the-short-term-rental-fee-hike-4295,City Council delays vote on the short-term rental fee hike,city_hall,"[""charter_reform"", ""police_oversight"", ""ppb_reform"", ""public_safety""]",2025-06-02T10:44:44,2,1296,en,
4296,https://cascadetribune.com/housing/2025/06/the-inclusionary-housing-rule-clears-another-hurdle-at-the-c-4296,The inclusionary housing rule clears another hurdle at the council,housing,"[""city_council"", ""evictions"", ""rent_stabilization""]",2025-06-02T11:40:35,12,1261,en,
4297,https://cascadetribune.com/housing/2025/06/permitting-backlog-report-flags-gap-in-north-portland-4297,Permitting backlog report flags gap in North Portland,housing,"[""city_council"", ""encampments""]",2025-06-02T18:35:31,4,921,en,
4298,https://cascadetribune.com/housing/2025/06/eviction-filings-fall-in-northeast-portland-as-ballot-pressu-4298,Eviction filings fall in Northeast Portland as ballot pressure,housing,"[""encampments"", ""joint_office"", ""zoning""]",2025-06-02T17:46:07,12,1338,en,
4299,https://cascadetribune.com/city_hall/2025/06/multnomah-county-chair-clashes-with-the-county-over-the-home-4299,Multnomah County Chair clashes with the county over the homelessness response budget,city_hall,"[""multnomah_county"", ""public_records"", ""ranked_choice_voting""]",2025-06-02T09:44:13,10,1673,en,
4300,https://cascadetribune.com/transportation/2025/06/vision-zero-report-flags-speeding-tickets-are-down-despite-e-4300,Vision Zero report flags speeding tickets are down despite enforcement push,transportation,"[""bike_infrastructure"", ""city_council"", ""ev_charging""]",2025-06-03T11:01:09,13,825,en,
4301,https://cascadetribune.com/climate/2025/06/climate-scientists-revise-salmon-return-projections-after-an-4301,Climate scientists revise salmon return projections after an audit,climate,"[""atmospheric_river"", ""climate_resilience"", ""salmon""]",2025-06-03T10:43:40,9,777,en,
4302,https://cascadetribune.com/transportation/2025/06/raises-could-kill-the-east-portland-night-service-in-the-cen-4302,Raises could kill the East Portland night service in the central city,transportation,"[""bridge_replacement"", ""freight"", ""vision_zero""]",2025-06-03T17:40:11,13,729,en,
4303,https://cascadetribune.com/culture/2025/06/literary-arts-announces-a-strategic-plan-focused-on-regional-4303,Literary Arts announces a strategic plan focused on regional artists,culture,"[""indie_music"", ""lit_scene""]",2025-06-03T06:09:12,6,927,en,
4304,https://cascadetribune.com/transportation/2025/06/raises-could-save-the-agency-12-million-in-inner-southeast-4304,Raises could save the agency $12 million in Inner Southeast,transportation,"[""bike_infrastructure"", ""city_council""]",2025-06-03T07:22:11,5,816,en,
4305,https://cascadetribune.com/opinion/2025/06/a-property-tax-reform-that-holds-up-and-the-politics-making--4305,A property-tax reform that holds up — and the politics making it harder,opinion,"[""fentanyl_crisis"", ""measure_110"", ""police_oversight""]",2025-06-03T19:04:24,8,742,en,
4306,https://cascadetribune.com/climate/2025/06/wildfire-season-follows-the-third-driest-spring-on-record-ea-4306,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""oregon_legislature"", ""salmon""]",2025-06-03T12:37:31,16,1073,en,
4307,https://cascadetribune.com/business/2025/06/adidas-north-america-moves-its-digital-team-amid-court-rulin-4307,Adidas North America moves its digital team amid court ruling,business,"[""downtown"", ""public_safety""]",2025-06-03T13:00:31,11,524,en,
4308,https://cascadetribune.com/business/2025/06/why-outdoor-apparel-is-leaving-the-central-city-in-portland-4308,Why outdoor apparel is leaving the central city in Portland,business,"[""downtown"", ""public_safety""]",2025-06-03T14:59:17,22,867,en,
4309,https://cascadetribune.com/climate/2025/06/why-the-willamette-valley-is-losing-snowpack-two-weeks-earli-4309,Why the Willamette Valley is losing snowpack two weeks earlier each decade,climate,"[""oregon_climate_action_plan"", ""wildfires""]",2025-06-03T11:48:06,9,1106,en,
4310,https://cascadetribune.com/climate/2025/06/heat-wave-breaks-four-records-as-forecast-tightens-4310,Heat wave breaks four records as forecast tightens,climate,"[""atmospheric_river"", ""columbia_river"", ""fire_season"", ""gas_phaseout""]",2025-06-03T14:09:35,5,1091,en,
4311,https://cascadetribune.com/food_drink/2025/06/breakside-satellite-opens-in-east-portland-4311,Breakside satellite opens in East Portland,food_drink,"[""coffee_culture"", ""farmers_markets""]",2025-06-03T12:58:21,17,616,en,
4312,https://cascadetribune.com/city_hall/2025/06/records-show-the-bureau-missed-reporting-deadlines-twice-at--4312,Records show the bureau missed reporting deadlines twice at Joint Office of Homeless Services,city_hall,"[""police_oversight"", ""public_safety"", ""ranked_choice_voting""]",2025-06-03T09:50:57,21,1027,en,
4313,https://cascadetribune.com/transportation/2025/06/hawthorne-bridge-replacement-moves-to-environmental-review-4313,Hawthorne Bridge replacement moves to environmental review,transportation,"[""bike_infrastructure"", ""bridge_replacement"", ""parking_reform""]",2025-06-04T07:55:50,5,588,en,
4314,https://cascadetribune.com/climate/2025/06/climate-scientists-revise-ozone-forecasts-after-an-audit-4314,Climate scientists revise ozone forecasts after an audit,climate,"[""fire_season"", ""oregon_climate_action_plan"", ""wildfires""]",2025-06-04T18:31:16,3,1473,en,
4315,https://cascadetribune.com/city_hall/2025/06/audit-finds-inconsistent-contract-enforcement-in-portland-pa-4315,Audit finds inconsistent contract enforcement in Portland Parks & Recreation,city_hall,"[""charter_reform"", ""police_oversight"", ""washington_county""]",2025-06-04T17:06:36,2,1572,en,
4316,https://cascadetribune.com/culture/2025/06/why-oregon-symphony-is-doubling-down-on-regional-artists-4316,Why Oregon Symphony is doubling down on regional artists,culture,"[""indie_music"", ""k12_arts"", ""performing_arts""]",2025-06-04T07:48:21,15,1000,en,
4317,https://cascadetribune.com/climate/2025/06/salmon-counts-on-the-sandy-tell-habitat-work-is-finally-show-4317,Salmon counts on the Sandy tell habitat work is finally showing up,climate,"[""decarbonization"", ""gas_phaseout"", ""salmon""]",2025-06-04T17:36:50,16,1234,en,
4318,https://cascadetribune.com/transportation/2025/06/freezes-could-save-the-agency-12-million-in-outer-southwest-4318,Freezes could save the agency $12 million in outer Southwest,transportation,"[""bike_infrastructure"", ""city_council"", ""trimet""]",2025-06-04T17:53:23,5,661,en,
4319,https://cascadetribune.com/transportation/2025/06/trimet-suspends-downtown-transfer-rules-4319,TriMet suspends downtown transfer rules,transportation,"[""bike_infrastructure"", ""parking_reform""]",2025-06-04T10:22:11,5,564,en,
4320,https://cascadetribune.com/housing/2025/06/joint-office-of-homeless-services-reports-first-quarter-unde-4320,Joint Office of Homeless Services reports first quarter under new leadership,housing,"[""encampments"", ""joint_office""]",2025-06-04T16:17:59,4,1116,en,
4321,https://cascadetribune.com/food_drink/2025/06/breakside-satellite-opens-in-the-pearl-4321,Breakside satellite opens in the Pearl,food_drink,"[""farmers_markets"", ""wine_country""]",2025-06-05T16:18:51,19,625,en,
4322,https://cascadetribune.com/city_hall/2025/06/multnomah-county-chair-questions-the-camping-ordinance-amid--4322,Multnomah County Chair questions the camping ordinance amid court ruling,city_hall,"[""police_oversight"", ""public_safety""]",2025-06-05T08:04:20,7,1567,en,
4323,https://cascadetribune.com/food_drink/2025/06/the-happy-hour-taking-over-hollywood-4323,The happy hour taking over Hollywood,food_drink,"[""coffee_culture"", ""craft_beer"", ""openings_closings"", ""wine_country""]",2025-06-05T19:45:39,19,791,en,
4324,https://cascadetribune.com/transportation/2025/06/freezes-could-force-a-new-round-of-route-changes-in-outer-so-4324,Freezes could force a new round of route changes in outer Southwest,transportation,"[""bridge_replacement"", ""downtown""]",2025-06-05T12:02:49,22,1099,en,
4325,https://cascadetribune.com/transportation/2025/06/vision-zero-report-flags-high-injury-network-unchanged-after-4325,Vision Zero report flags high-injury network unchanged after five years,transportation,"[""city_council"", ""downtown""]",2025-06-05T16:55:39,5,724,en,
4326,https://cascadetribune.com/culture/2025/06/lael-neale-returns-to-polaris-hall-with-a-four-night-residen-4326,Lael Neale returns to Polaris Hall with a four-night residency,culture,"[""indie_music"", ""museums""]",2025-06-05T17:09:35,14,773,en,
4327,https://cascadetribune.com/food_drink/2025/06/why-guatemalan-antigua-coffee-is-showing-up-everywhere-this--4327,Why Guatemalan Antigua coffee is showing up everywhere this fall,food_drink,"[""craft_beer"", ""new_restaurants"", ""openings_closings"", ""wine_country""]",2025-06-05T14:07:52,19,620,en,
4328,https://cascadetribune.com/climate/2025/06/heat-wave-approaches-four-records-as-forecast-tightens-4328,Heat wave approaches four records as forecast tightens,climate,"[""oregon_climate_action_plan"", ""salmon""]",2025-06-05T20:53:44,15,751,en,
4329,https://cascadetribune.com/business/2025/06/vacasa-buys-a-logistics-arm-amid-growing-council-split-4329,Vacasa buys a logistics arm amid growing council split,business,"[""downtown"", ""layoffs"", ""openings_closings""]",2025-06-05T17:31:01,11,785,en,
4330,https://cascadetribune.com/transportation/2025/06/suspends-could-kill-the-east-portland-night-service-in-outer-4330,Suspends could kill the East Portland night service in outer Southwest,transportation,"[""bike_infrastructure"", ""freight""]",2025-06-05T14:43:50,13,603,en,
4331,https://cascadetribune.com/climate/2025/06/heat-wave-approaches-four-records-as-forecast-tightens-4331,Heat wave approaches four records as forecast tightens,climate,"[""atmospheric_river"", ""oregon_climate_action_plan""]",2025-06-06T19:26:34,16,1421,en,
4332,https://cascadetribune.com/city_hall/2025/06/audit-finds-no-oversight-of-vendor-billings-in-bureau-of-pla-4332,Audit finds no oversight of vendor billings in Bureau of Planning,city_hall,"[""ethics_commission"", ""oregon_legislature""]",2025-06-06T12:28:20,8,1172,en,
4333,https://cascadetribune.com/housing/2025/06/why-east-portland-is-seeing-a-wave-of-new-adus-4333,Why East Portland is seeing a wave of new ADUs,housing,"[""supportive_housing"", ""tenant_protections"", ""zoning""]",2025-06-06T16:23:39,12,774,en,
4334,https://cascadetribune.com/climate/2025/06/why-the-coast-range-is-warming-faster-than-the-rest-of-the-s-4334,Why the Coast Range is warming faster than the rest of the state,climate,"[""fire_season"", ""salmon""]",2025-06-06T15:23:27,3,828,en,
4335,https://cascadetribune.com/culture/2025/06/inside-foster-powell-s-wood-and-clay-craft-revival-4335,Inside Foster-Powell's wood-and-clay craft revival,culture,"[""indie_music"", ""lit_scene"", ""performing_arts""]",2025-06-06T17:41:44,6,824,en,
4336,https://cascadetribune.com/city_hall/2025/06/portland-bureau-of-emergency-management-budget-would-shift-t-4336,Portland Bureau of Emergency Management budget would shift transit subsidies,city_hall,"[""multnomah_county"", ""police_oversight""]",2025-06-06T12:57:41,6,1110,en,
4337,https://cascadetribune.com/climate/2025/06/oregon-s-climate-protection-program-hits-first-compliance-de-4337,Oregon's Climate Protection Program hits first compliance deadline,climate,"[""atmospheric_river"", ""columbia_river"", ""oregon_climate_action_plan""]",2025-06-06T20:42:38,3,1477,en,
4338,https://cascadetribune.com/city_hall/2025/06/portland-s-ranked-choice-ballot-design-faces-a-council-split-4338,Portland's ranked-choice ballot design faces a council split,city_hall,"[""city_audit"", ""mayors_office"", ""public_safety"", ""ranked_choice_voting""]",2025-06-06T11:44:30,10,951,en,
4339,https://cascadetribune.com/transportation/2025/06/pedestrian-deaths-on-outer-division-up-as-a-public-records-r-4339,Pedestrian deaths on Outer Division up as a public records release,transportation,"[""bridge_replacement"", ""downtown"", ""parking_reform""]",2025-06-06T15:24:42,16,1030,en,
4340,https://cascadetribune.com/housing/2025/06/why-st-johns-is-seeing-more-vacant-storefronts-than-tenants-4340,Why St Johns is seeing more vacant storefronts than tenants,housing,"[""adu"", ""homelessness"", ""rent_stabilization""]",2025-06-07T20:52:55,21,1530,en,
4341,https://cascadetribune.com/city_hall/2025/06/records-show-the-bureau-missed-reporting-deadlines-twice-at--4341,Records show the bureau missed reporting deadlines twice at Portland Parks & Recreation,city_hall,"[""charter_reform"", ""city_council"", ""ethics_commission"", ""multnomah_county""]",2025-06-07T12:01:09,21,705,en,
